,m_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified,total_score
44,11638661,59082726,Private room,,North End,4,4.5,1,1.0,100.0,1.0,42.364477,-71.052188,2016-05-19 02:39:03.395695,6.0120000000000005
3015,6355733,29025144,Private room,,South End,4,4.5,2,1.0,80.0,1.0,42.336282000000004,-71.069039,2016-05-18 23:20:54.048175,6.0120000000000005
141,70481,26988,Entire home/apt,,Downtown,4,4.5,2,1.0,175.0,5.0,42.357382,-71.061617,2016-05-19 01:49:07.523661,6.0120000000000005
935,11637504,29414542,Shared room,,Downtown,4,4.5,1,1.0,100.0,1.0,42.351339,-71.066854,2016-05-19 00:32:53.456172,6.0120000000000005
772,228883,25188,Entire home/apt,,Fenway,4,4.5,5,2.0,329.0,3.0,42.343624,-71.097928,2016-05-18 19:52:58.992700,6.0120000000000005
976,7840411,41306542,Entire home/apt,,Hyde Park,4,4.5,6,3.0,170.0,2.0,42.259339000000004,-71.117808,2016-05-18 23:49:57.305435,6.0120000000000005
962,3521944,17735272,Entire home/apt,,West Roxbury,4,4.5,4,1.0,119.0,1.0,42.295156,-71.157238,2016-05-18 21:54:50.962108,6.0120000000000005
939,3881993,11487565,Entire home/apt,,Jamaica Plain,4,4.5,6,3.0,500.0,1.0,42.304338,-71.108717,2016-05-19 02:12:27.520101,6.0120000000000005
211,4964365,6104365,Entire home/apt,,Allston,4,4.5,4,2.0,180.0,1.0,42.347355,-71.137387,2016-05-19 02:36:46.488733,6.0120000000000005
40,12233285,25938928,Entire home/apt,,East Boston,4,4.5,2,1.0,60.0,2.0,42.366928,-71.040173,2016-05-19 02:40:28.834435,6.0120000000000005
2986,4431210,16442921,Private room,,Dorchester,4,4.5,1,1.0,55.0,3.0,42.318034000000004,-71.054511,2016-05-18 23:38:13.619000,6.0120000000000005
1794,5454265,27296640,Entire home/apt,,Beacon Hill,3,5.0,2,1.0,199.0,3.0,42.361022999999996,-71.068392,2016-05-18 21:26:20.998310,6.134
1125,11059835,57402911,Entire home/apt,,Roslindale,3,5.0,5,3.0,150.0,2.0,42.278672,-71.14137,2016-05-18 22:37:40.849324,6.134
2160,5423916,64236,Entire home/apt,,North End,3,5.0,2,0.0,250.0,2.0,42.367726,-71.054089,2016-05-18 22:01:42.323778,6.134
1872,10424879,15232579,Entire home/apt,,Chinatown,3,5.0,3,1.0,152.0,,42.349398,-71.061335,2016-05-18 20:40:42.227519,6.134
417,12202771,19656906,Entire home/apt,,Jamaica Plain,3,5.0,2,1.0,120.0,2.0,42.323662,-71.111449,2016-05-18 23:31:10.196719,6.134
2145,7982359,9419684,Entire home/apt,,South Boston Waterfront,3,5.0,5,2.0,419.0,3.0,42.348442999999996,-71.037072,2016-05-19 00:14:48.988749,6.134
2340,10656354,6146242,Entire home/apt,,Beacon Hill,3,5.0,2,1.0,179.0,3.0,42.360607,-71.069962,2016-05-18 20:59:35.744534,6.134
117,8515356,26956083,Private room,,Brighton,3,5.0,2,1.0,50.0,2.0,42.358659,-71.141334,2016-05-19 01:57:33.634770,6.134
864,6644330,5028116,Private room,,Jamaica Plain,3,5.0,2,1.0,120.0,1.0,42.312146999999996,-71.108908,2016-05-18 21:06:46.199821,6.134
672,7582651,39761134,Entire home/apt,,North End,3,5.0,4,2.0,220.0,2.0,42.36493,-71.056451,2016-05-18 20:19:44.673450,6.134
6,7635616,22348222,Entire home/apt,,Beacon Hill,3,5.0,2,0.0,155.0,7.0,42.359601,-71.063908,2016-05-19 02:56:18.932562,6.134
2224,9706199,50116532,Entire home/apt,,North End,3,5.0,4,1.0,120.0,2.0,42.364004,-71.053722,2016-05-19 01:52:22.221267,6.134
2140,4714840,24360595,Entire home/apt,,Back Bay,3,5.0,3,1.0,175.0,2.0,42.343844,-71.081186,2016-05-18 23:26:15.881099,6.134
2098,10034183,31310602,Entire home/apt,,South Boston,3,5.0,4,1.0,135.0,1.0,42.33093,-71.041464,2016-05-18 20:19:32.065494,6.134
397,12275378,63421037,Entire home/apt,,Dorchester,3,5.0,6,3.0,275.0,2.0,42.327934,-71.064163,2016-05-18 23:39:46.163298,6.134
3271,7549896,39568178,Private room,,Chinatown,3,5.0,2,1.0,100.0,7.0,42.34799,-71.064152,2016-05-19 00:57:16.964145,6.134
536,5067019,26164941,Entire home/apt,,South End,3,5.0,2,2.0,150.0,1.0,42.345315,-71.074966,2016-05-18 22:26:16.991043,6.134
1619,5755910,29859334,Entire home/apt,,Downtown,3,5.0,4,2.0,299.0,3.0,42.363890999999995,-71.058867,2016-05-18 20:10:47.509117,6.134
1653,12592117,21184200,Entire home/apt,,Fenway,3,5.0,8,2.0,250.0,1.0,42.342591999999996,-71.101117,2016-05-19 01:00:11.860554,6.134
1505,9663423,22543302,Entire home/apt,,South End,3,5.0,3,1.0,115.0,4.0,42.342985999999996,-71.0703,2016-05-18 20:47:42.783585,6.134
1874,10083363,21962270,Entire home/apt,,South End,3,5.0,2,1.0,110.0,2.0,42.345138,-71.064073,2016-05-18 20:23:12.517512,6.134
938,12684841,17153663,Shared room,,Chinatown,3,5.0,2,1.0,92.0,1.0,42.352371000000005,-71.06198,2016-05-18 21:38:36.554155,6.134
1484,8014383,32532791,Entire home/apt,,South End,3,5.0,2,1.0,215.0,,42.343441,-71.077375,2016-05-19 01:40:19.221854,6.134
591,12474816,43182211,Private room,,Brighton,3,5.0,3,1.0,60.0,1.0,42.362388,-71.135787,2016-05-18 21:50:47.838892,6.134
2754,3997572,1805868,Private room,,Jamaica Plain,3,5.0,2,1.0,85.0,1.0,42.314499,-71.11223199999999,2016-05-18 20:43:41.716601,6.134
1107,5317935,95959,Entire home/apt,,Roxbury,3,5.0,8,3.0,350.0,2.0,42.324796,-71.093413,2016-05-19 01:55:08.377899,6.134
1776,10941557,51352166,Entire home/apt,,Back Bay,3,5.0,4,1.0,149.0,1.0,42.353615000000005,-71.079293,2016-05-18 22:49:07.128335,6.134
1858,2821921,25188,Entire home/apt,,Downtown,3,5.0,4,2.0,329.0,4.0,42.351195000000004,-71.06371800000001,2016-05-19 02:51:12.184838,6.134
1854,6746543,32376332,Entire home/apt,,Chinatown,3,5.0,2,1.0,285.0,1.0,42.351592,-71.062207,2016-05-19 02:04:27.306944,6.134
1873,8919439,21185257,Entire home/apt,,Leather District,3,5.0,4,2.0,249.0,1.0,42.351442999999996,-71.058003,2016-05-19 00:51:01.506925,6.134
83,8956082,10795653,Private room,,Allston,3,5.0,1,1.0,75.0,1.0,42.348184,-71.137244,2016-05-19 02:08:56.990189,6.134
457,8417742,26956083,Private room,,Brighton,3,5.0,2,1.0,69.0,2.0,42.361026,-71.141724,2016-05-19 00:50:43.730809,6.134
1630,9273978,814298,Entire home/apt,,Beacon Hill,3,5.0,2,0.0,159.0,2.0,42.357766999999996,-71.0721,2016-05-18 20:20:02.828627,6.134
1080,4339392,3310704,Entire home/apt,,Jamaica Plain,3,5.0,3,2.0,170.0,3.0,42.314036,-71.10777900000001,2016-05-18 23:33:26.869892,6.134
1373,11292859,47180444,Entire home/apt,,Jamaica Plain,3,5.0,4,1.0,80.0,2.0,42.315368,-71.110659,2016-05-19 00:34:43.094020,6.134
1358,8970393,14438532,Entire home/apt,,South End,3,5.0,4,1.0,225.0,2.0,42.342109,-71.0794,2016-05-18 22:47:00.217599,6.134
1773,2374089,11356547,Entire home/apt,,Back Bay,3,5.0,2,0.0,195.0,7.0,42.35566,-71.075224,2016-05-18 22:08:57.409938,6.134
2525,5352623,97805,Private room,,South End,3,5.0,2,1.0,288.0,1.0,42.344474,-71.076983,2016-05-19 00:24:19.799392,6.134
18,8388481,26956083,Private room,,Brighton,3,5.0,2,1.0,89.0,2.0,42.358573,-71.140601,2016-05-19 02:53:16.308042,6.134
254,9275838,48173594,Entire home/apt,,Mission Hill,3,5.0,2,0.0,98.0,14.0,42.334552,-71.10249,2016-05-19 01:13:10.823385,6.134
2630,8339473,15396970,Private room,,Roslindale,3,5.0,1,1.0,100.0,1.0,42.286561,-71.135852,2016-05-18 23:59:42.216377,6.134
3041,11397511,53312551,Private room,,South End,3,5.0,2,1.0,160.0,2.0,42.342669,-71.069577,2016-05-19 02:44:10.194585,6.134
1982,5959251,27075316,Entire home/apt,,Back Bay,3,5.0,2,1.0,375.0,,42.355004,-71.072816,2016-05-18 23:57:04.290788,6.134
2254,7859888,2737231,Entire home/apt,,North End,3,5.0,2,1.0,178.0,2.0,42.363926,-71.056561,2016-05-19 02:29:46.542312,6.134
809,5478135,13595892,Entire home/apt,,East Boston,3,5.0,4,2.0,190.0,2.0,42.383637,-71.0001,2016-05-18 19:42:28.070292,6.134
189,11862885,10552730,Entire home/apt,,Fenway,3,5.0,2,0.0,120.0,1.0,42.341957,-71.095833,2016-05-19 01:25:32.273941,6.134
1966,12069214,757253,Entire home/apt,,Beacon Hill,3,5.0,3,0.0,220.0,2.0,42.353037,-71.065555,2016-05-18 23:38:33.529223,6.134
197,10103725,51849764,Entire home/apt,,South Boston,3,5.0,4,2.0,250.0,1.0,42.33124,-71.04175699999999,2016-05-19 01:22:34.363298,6.134
1057,2880944,5052732,Entire home/apt,,Jamaica Plain,3,5.0,4,2.0,185.0,5.0,42.313951,-71.11600899999999,2016-05-18 22:24:54.387065,6.134
2924,10186477,184232,Private room,,Fenway,3,5.0,2,1.0,50.0,1.0,42.346264,-71.10296,2016-05-18 23:53:06.548457,6.134
2061,11687122,12243051,Entire home/apt,,South End,3,5.0,2,1.0,159.0,3.0,42.345496000000004,-71.06208000000001,2016-05-19 02:46:37.270400,6.134
1299,4255538,11279983,Entire home/apt,,Chinatown,3,5.0,4,1.0,287.0,2.0,42.348095,-71.06193499999999,2016-05-18 19:59:28.865904,6.134
225,2918875,14422289,Entire home/apt,,Back Bay,3,5.0,4,1.0,225.0,7.0,42.349353,-71.077095,2016-05-19 02:32:46.734868,6.134
1296,6692941,68353,Entire home/apt,,Chinatown,3,5.0,4,2.0,300.0,3.0,42.348193,-71.067076,2016-05-19 00:08:41.613378,6.134
1566,5659780,29336905,Entire home/apt,,Fenway,3,5.0,3,1.0,300.0,1.0,42.346002,-71.089075,2016-05-18 21:33:38.109948,6.134
1337,3236496,5474074,Entire home/apt,,South End,3,5.0,2,0.0,110.0,14.0,42.342696999999994,-71.075457,2016-05-19 01:28:34.463305,6.134
1181,9188430,4540519,Entire home/apt,,Fenway,3,5.0,2,1.0,290.0,2.0,42.346933,-71.098527,2016-05-18 19:53:34.231768,6.134
268,12112925,8004819,Entire home/apt,,Beacon Hill,3,5.0,3,1.0,239.0,2.0,42.356367,-71.067359,2016-05-19 01:07:12.819711,6.134
1814,12730816,69221027,Entire home/apt,,Back Bay,3,5.0,2,0.0,195.0,1.0,42.351809,-71.089774,2016-05-18 20:01:21.309343,6.134
3112,11885653,665668,Private room,,Downtown,3,5.0,4,1.0,135.0,1.0,42.359596999999994,-71.053175,2016-05-19 02:14:00.865753,6.134
1599,2547129,3137257,Entire home/apt,,Downtown,3,5.0,3,1.0,150.0,7.0,42.363426000000004,-71.05821800000001,2016-05-19 00:04:38.295213,6.134
2069,8325477,43888695,Entire home/apt,,Downtown,3,5.0,2,1.0,275.0,5.0,42.359945,-71.06206,2016-05-19 02:30:56.848384,6.134
3104,8716849,45752276,Private room,,East Boston,7,3.5,2,1.0,100.0,1.0,42.364729,-71.03214,2016-05-19 00:29:53.994883,6.146
2298,2420123,7739162,Entire home/apt,,Downtown,7,3.5,2,1.0,100.0,1.0,42.357795,-71.062079,2016-05-19 00:29:50.956747,6.146
3067,4527029,16442921,Private room,,Dorchester,7,3.5,1,1.0,46.0,5.0,42.312269,-71.058006,2016-05-18 23:13:58.665098,6.146
1476,4446413,9419684,Entire home/apt,,Back Bay,7,3.5,5,2.0,350.0,3.0,42.345003000000005,-71.079491,2016-05-18 20:30:30.668897,6.146
2588,826706,1997048,Private room,,Dorchester,7,3.5,2,1.0,72.0,3.0,42.299964,-71.08060400000001,2016-05-19 01:28:03.114157,6.146
2253,891953,3137257,Entire home/apt,,Downtown,7,3.5,3,1.0,150.0,5.0,42.361357,-71.055673,2016-05-19 00:29:08.941215,6.146
2954,1529393,8158181,Private room,,Beacon Hill,7,3.5,2,1.0,129.0,3.0,42.360261,-71.06685,2016-05-19 01:49:19.529732,6.146
146,5872926,30489899,Private room,,Allston,6,4.0,1,1.0,52.0,1.0,42.354993,-71.136808,2016-05-19 01:43:46.876694,6.268
1999,7911936,22348222,Entire home/apt,,Beacon Hill,6,4.0,2,0.0,155.0,7.0,42.360836,-71.06412900000001,2016-05-19 00:37:49.165731,6.268
1835,6878090,4908272,Entire home/apt,,Beacon Hill,6,4.0,2,1.0,230.0,1.0,42.359413,-71.065998,2016-05-19 01:30:58.738844,6.268
1525,9870,25188,Entire home/apt,,South End,6,4.0,2,1.0,279.0,2.0,42.344227000000004,-71.077878,2016-05-18 22:51:59.118772,6.268
1364,10771705,55712101,Entire home/apt,,Roxbury,6,4.0,5,3.0,250.0,1.0,42.331213,-71.09405799999999,2016-05-18 23:34:25.350544,6.268
1491,7825327,14785487,Entire home/apt,,Roxbury,6,4.0,8,3.0,450.0,3.0,42.337134999999996,-71.083813,2016-05-18 22:28:40.449528,6.268
3174,12183851,65474357,Private room,,Fenway,6,4.0,1,1.0,70.0,1.0,42.345259000000006,-71.08827600000001,2016-05-18 22:55:08.775350,6.268
2799,8469464,40833154,Private room,,Roxbury,6,4.0,2,1.0,59.0,1.0,42.325611,-71.081317,2016-05-19 00:19:36.264466,6.268
2874,8584081,45177323,Private room,,Fenway,6,4.0,2,1.0,90.0,2.0,42.346108,-71.092854,2016-05-19 01:16:50.821975,6.268
1687,4526384,14785487,Entire home/apt,,Allston,6,4.0,6,4.0,550.0,3.0,42.357683,-71.129369,2016-05-18 23:03:08.964342,6.268
1875,1731639,2355815,Entire home/apt,,Bay Village,5,4.5,5,2.0,500.0,3.0,42.349585999999995,-71.067575,2016-05-18 21:46:17.580632,6.390000000000001
1313,8014950,42231579,Entire home/apt,,Brighton,5,4.5,3,1.0,115.0,2.0,42.336898,-71.15018,2016-05-18 23:26:23.960511,6.390000000000001
1642,7757132,8958021,Entire home/apt,,Fenway,5,4.5,2,1.0,210.0,2.0,42.342076,-71.098,2016-05-18 20:46:58.517407,6.390000000000001
1857,218259,25188,Entire home/apt,,Downtown,5,4.5,2,1.0,329.0,3.0,42.352746,-71.063009,2016-05-18 22:49:01.291770,6.390000000000001
1106,6106955,1622932,Entire home/apt,,Jamaica Plain,5,4.5,5,2.0,114.0,4.0,42.308735999999996,-71.09976999999999,2016-05-19 02:06:24.378426,6.390000000000001
1479,4044840,9419684,Entire home/apt,,South End,5,4.5,3,1.0,259.0,3.0,42.344999,-71.078029,2016-05-19 02:33:16.052667,6.390000000000001
1096,1170157,5243773,Entire home/apt,,Roxbury,5,4.5,4,2.0,135.0,3.0,42.324769,-71.09476,2016-05-18 22:55:27.549735,6.390000000000001
1359,8794784,46088220,Entire home/apt,,South End,5,4.5,2,1.0,189.0,3.0,42.337486,-71.076316,2016-05-18 21:59:01.151196,6.390000000000001
744,3182652,2555135,Entire home/apt,,Chinatown,5,4.5,5,2.0,350.0,1.0,42.350336,-71.062149,2016-05-18 20:03:24.543321,6.390000000000001
1647,11873789,44369882,Entire home/apt,,South End,5,4.5,3,2.0,270.0,3.0,42.342459000000005,-71.07890400000001,2016-05-18 23:57:38.098984,6.390000000000001
296,9496224,37900191,Private room,,Fenway,5,4.5,2,1.0,103.0,1.0,42.345775,-71.09075899999999,2016-05-19 00:42:17.736095,6.390000000000001
741,5434353,9658771,Entire home/apt,,Roslindale,5,4.5,2,2.0,145.0,3.0,42.286265,-71.137065,2016-05-18 20:04:14.027071,6.390000000000001
207,8577620,1141071,Entire home/apt,,Back Bay,5,4.5,2,1.0,189.0,2.0,42.347844,-71.08560899999999,2016-05-19 01:15:26.303108,6.390000000000001
2704,7283351,8503981,Private room,,Allston,5,4.5,1,1.0,50.0,3.0,42.350656,-71.139972,2016-05-18 22:37:46.964326,6.390000000000001
1697,9299923,12243051,Entire home/apt,,Downtown,5,4.5,4,1.0,129.0,2.0,42.358729,-71.061403,2016-05-18 23:51:47.348854,6.390000000000001
112,533114,71783,Entire home/apt,,Dorchester,5,4.5,6,2.0,136.0,,42.311671000000004,-71.06168199999999,2016-05-19 02:00:02.610237,6.390000000000001
2437,10021398,20327499,Private room,,Allston,5,4.5,2,1.0,70.0,1.0,42.351735,-71.137625,2016-05-19 00:27:06.552648,6.390000000000001
1973,9248612,47990609,Entire home/apt,,Beacon Hill,5,4.5,6,2.0,275.0,2.0,42.360692,-71.069797,2016-05-18 23:04:23.764954,6.390000000000001
1176,11240774,10258834,Entire home/apt,,Fenway,5,4.5,2,1.0,95.0,3.0,42.346268,-71.10432,2016-05-19 02:31:40.132236,6.390000000000001
446,2016500,10370843,Entire home/apt,,Fenway,5,4.5,2,1.0,90.0,1.0,42.345822999999996,-71.089362,2016-05-19 00:56:12.432899,6.390000000000001
1509,8096900,39652496,Entire home/apt,,South End,5,4.5,4,2.0,160.0,1.0,42.338578000000005,-71.06929000000001,2016-05-19 02:44:25.614941,6.390000000000001
1083,2611177,13372537,Entire home/apt,,Jamaica Plain,5,4.5,4,2.0,250.0,1.0,42.323419,-71.10475500000001,2016-05-19 01:02:29.363262,6.390000000000001
1334,11431331,20857768,Entire home/apt,,Fenway,5,4.5,3,1.0,239.0,4.0,42.347712,-71.090056,2016-05-19 00:21:51.412930,6.390000000000001
1413,3914363,9419684,Entire home/apt,,Fenway,5,4.5,3,1.0,249.0,3.0,42.343552,-71.102373,2016-05-18 20:31:28.581852,6.390000000000001
2871,5481930,26367207,Private room,,Allston,5,4.5,2,1.0,135.0,1.0,42.351274,-71.13033,2016-05-18 21:27:34.951746,6.390000000000001
1473,9290941,25188340,Entire home/apt,,South End,5,4.5,3,1.0,249.0,1.0,42.341626,-71.081492,2016-05-19 02:05:41.927100,6.390000000000001
2448,10810096,3173838,Private room,,Brighton,5,4.5,2,1.0,78.0,1.0,42.337889000000004,-71.155162,2016-05-19 00:01:48.677821,6.390000000000001
1134,950046,5153431,Entire home/apt,,Jamaica Plain,5,4.5,6,3.0,250.0,4.0,42.311853,-71.109263,2016-05-18 22:27:07.683493,6.390000000000001
1070,4767023,24593919,Entire home/apt,,Jamaica Plain,5,4.5,5,3.0,195.0,2.0,42.323276,-71.10705899999999,2016-05-19 00:32:19.649931,6.390000000000001
1301,11590000,12243051,Entire home/apt,,Back Bay,5,4.5,2,1.0,103.0,3.0,42.348892,-71.082406,2016-05-19 02:56:40.380833,6.390000000000001
1611,965554,25188,Entire home/apt,,West End,5,4.5,4,2.0,349.0,7.0,42.364359,-71.06953399999999,2016-05-19 00:41:44.341303,6.390000000000001
2826,5904992,25327613,Private room,,Mission Hill,5,4.5,2,1.0,79.0,1.0,42.330048,-71.098527,2016-05-19 02:32:54.312878,6.390000000000001
423,8055839,39621923,Entire home/apt,,South Boston,5,4.5,4,2.0,200.0,2.0,42.336509,-71.055136,2016-05-18 23:26:31.502555,6.390000000000001
2201,7840131,1555309,Entire home/apt,,Fenway,4,5.0,2,1.0,160.0,2.0,42.350975,-71.09750799999999,2016-05-18 22:29:09.293311,6.5120000000000005
663,10751500,49104276,Entire home/apt,,Back Bay,4,5.0,4,1.0,247.0,2.0,42.34498,-71.08535,2016-05-18 20:22:26.421446,6.5120000000000005
697,8006992,2265368,Entire home/apt,,South End,4,5.0,3,1.0,225.0,4.0,42.338077,-71.07509300000001,2016-05-18 20:10:00.783703,6.5120000000000005
1380,4479140,23181076,Entire home/apt,,Fenway,4,5.0,3,1.0,190.0,,42.345983000000004,-71.08971700000001,2016-05-19 01:36:30.967299,6.5120000000000005
1445,8371115,3179912,Entire home/apt,,South End,4,5.0,2,1.0,150.0,,42.336172,-71.075427,2016-05-19 02:10:08.593619,6.5120000000000005
1355,10037387,48494513,Entire home/apt,,Back Bay,4,5.0,4,2.0,299.0,2.0,42.349641999999996,-71.084345,2016-05-19 00:34:00.081428,6.5120000000000005
948,4119345,1414385,Entire home/apt,,Jamaica Plain,4,5.0,8,3.0,300.0,3.0,42.311619,-71.10910200000001,2016-05-18 21:10:51.123077,6.5120000000000005
690,7475215,22348222,Entire home/apt,,Back Bay,4,5.0,2,0.0,150.0,7.0,42.350972999999996,-71.081445,2016-05-18 20:13:17.179676,6.5120000000000005
2475,8596566,3668535,Private room,,South End,4,5.0,1,1.0,83.0,1.0,42.344746,-71.073414,2016-05-19 01:41:31.157670,6.5120000000000005
2318,6882615,22348222,Entire home/apt,,Back Bay,4,5.0,2,0.0,160.0,7.0,42.349299,-71.08346999999999,2016-05-18 20:11:25.984781,6.5120000000000005
578,2555771,11474005,Entire home/apt,,Brighton,4,5.0,2,1.0,150.0,2.0,42.359635,-71.14318,2016-05-18 23:57:19.650904,6.5120000000000005
2131,10749794,26704689,Entire home/apt,,South Boston,4,5.0,6,1.0,200.0,1.0,42.333055,-71.048405,2016-05-19 00:52:37.376083,6.5120000000000005
2592,12506404,15014071,Private room,,Roslindale,4,5.0,2,1.0,72.0,1.0,42.282121000000004,-71.132604,2016-05-18 23:52:42.939662,6.5120000000000005
990,12489916,65907845,Entire home/apt,,Beacon Hill,4,5.0,4,2.0,197.0,2.0,42.355759,-71.074766,2016-05-18 19:51:22.069592,6.5120000000000005
2569,4173285,2851756,Private room,,Dorchester,4,5.0,1,1.0,89.0,3.0,42.285539,-71.066703,2016-05-18 23:30:02.302983,6.5120000000000005
722,10138904,51673899,Entire home/apt,,Beacon Hill,4,5.0,8,3.0,329.0,2.0,42.35642,-71.07400799999999,2016-05-18 22:42:54.207584,6.5120000000000005
926,10635554,7833404,Shared room,,South Boston Waterfront,4,5.0,1,1.0,100.0,1.0,42.348244,-71.047811,2016-05-18 21:19:14.250843,6.5120000000000005
2575,2777752,1362285,Private room,,West Roxbury,4,5.0,4,1.0,210.0,2.0,42.283705,-71.16219,2016-05-18 20:57:25.296057,6.5120000000000005
2188,4837719,24898836,Entire home/apt,,Beacon Hill,4,5.0,2,0.0,102.0,3.0,42.358763,-71.066648,2016-05-19 01:33:46.401406,6.5120000000000005
2286,12343588,66645251,Entire home/apt,,Dorchester,4,5.0,6,3.0,160.0,1.0,42.298663,-71.060877,2016-05-18 21:27:18.224980,6.5120000000000005
2594,6603827,34552909,Private room,,Roslindale,4,5.0,1,1.0,40.0,5.0,42.28217,-71.116484,2016-05-19 00:50:02.026733,6.5120000000000005
1330,5718921,22348222,Entire home/apt,,South End,4,5.0,4,2.0,225.0,7.0,42.343641999999996,-71.076904,2016-05-19 00:32:16.702660,6.5120000000000005
2418,11695285,14604394,Entire home/apt,,East Boston,4,5.0,4,2.0,190.0,1.0,42.375059,-71.03432600000001,2016-05-18 20:23:06.412120,6.5120000000000005
2300,11624428,61571632,Entire home/apt,,North End,4,5.0,3,1.0,250.0,3.0,42.363032000000004,-71.050888,2016-05-18 23:25:43.526715,6.5120000000000005
1483,4983622,25632301,Entire home/apt,,South End,4,5.0,4,2.0,325.0,2.0,42.343955,-71.07600699999999,2016-05-19 00:02:31.747079,6.5120000000000005
2089,11455804,18202088,Entire home/apt,,East Boston,4,5.0,2,0.0,100.0,2.0,42.367726,-71.039803,2016-05-18 22:02:32.355446,6.5120000000000005
2428,6072693,17407425,Entire home/apt,,Fenway,4,5.0,2,1.0,179.0,2.0,42.346340999999995,-71.090051,2016-05-18 22:22:59.422606,6.5120000000000005
721,12245124,65908162,Entire home/apt,,Fenway,4,5.0,4,2.0,199.0,1.0,42.345074,-71.094303,2016-05-18 22:43:03.466109,6.5120000000000005
659,10769470,21920451,Entire home/apt,,South End,4,5.0,2,1.0,190.0,4.0,42.335215999999996,-71.07410899999999,2016-05-18 20:25:07.976023,6.5120000000000005
2414,11767216,5997103,Entire home/apt,,East Boston,4,5.0,4,2.0,160.0,3.0,42.367128,-71.03511800000001,2016-05-19 00:57:30.775581,6.5120000000000005
839,12682593,28309414,Shared room,,Fenway,4,5.0,2,1.0,80.0,1.0,42.341786,-71.08748100000001,2016-05-18 22:59:21.401744,6.5120000000000005
480,7109689,19241302,Entire home/apt,,Charlestown,4,5.0,6,3.0,600.0,4.0,42.376439000000005,-71.063395,2016-05-18 23:11:24.171333,6.5120000000000005
1598,8814215,4962900,Entire home/apt,,West End,4,5.0,7,3.0,167.0,,42.362629999999996,-71.064293,2016-05-19 01:31:35.729775,6.5120000000000005
1724,12356962,49420192,Entire home/apt,,Charlestown,4,5.0,4,1.0,275.0,1.0,42.383023,-71.071224,2016-05-18 22:48:30.413391,6.5120000000000005
3033,11121872,50587785,Private room,,Back Bay,4,5.0,2,1.0,185.0,1.0,42.353669000000004,-71.074107,2016-05-19 01:26:52.827130,6.5120000000000005
1740,7961477,41998307,Entire home/apt,,Back Bay,4,5.0,4,1.0,125.0,5.0,42.350419,-71.082009,2016-05-18 22:41:27.570168,6.5120000000000005
3155,11740527,6950436,Private room,,South Boston,4,5.0,2,1.0,112.0,1.0,42.329012,-71.053333,2016-05-19 01:11:11.376319,6.5120000000000005
2890,8378257,12996682,Private room,,Brighton,4,5.0,2,1.0,75.0,1.0,42.351269,-71.148883,2016-05-19 00:26:28.550051,6.5120000000000005
1532,9896359,170480,Entire home/apt,,South End,4,5.0,2,1.0,195.0,1.0,42.344582,-71.075513,2016-05-18 21:22:03.344887,6.5120000000000005
355,7633883,814298,Entire home/apt,,Beacon Hill,4,5.0,6,3.0,769.0,2.0,42.357378000000004,-71.071351,2016-05-19 00:10:51.314527,6.5120000000000005
